timestamp_ns,rtt_ms
1774663789629951306,62.7500
1774663789630103476,62.9022
1774663789630170791,62.9695
1774663789630213011,63.0117
1774663789630259031,63.0577
1774663789630305059,63.1038
1774663789630583207,63.3819
1774663789630656455,63.4552
1774663789630732158,63.5309
1774663789631196204,63.9949
1774663789722686791,23.1433
1774663789725133227,25.5897
1774663789810728381,34.8755
1774663789810861071,35.0081
1774663789925592571,44.7207
1774663789925724208,44.8524
1774663789977431464,15.3628
1774663789977582167,15.5135
1774663790123534558,32.5984
1774663790123681621,32.7454
1774663790179086147,15.7902
1774663790198888103,35.5921
1774663790324647465,56.6264
1774663790324867102,56.8460
1774663790324996918,56.9758
1774663790326451091,58.4300
1774663790331711109,63.6900
1774663790338399849,70.3787
1774663790340812948,72.7918
1774663790342161647,74.1405
1774663790342224620,74.2035
1774663790351327948,83.3068
1774663790353833079,85.8120
1774663790401207890,0.9864
1774663790401297043,1.0755
1774663790401348324,1.1268
1774663790401391944,1.1704
1774663790407132385,6.9109
1774663790408697979,8.4765
1774663790409205657,8.9841
1774663790410965680,10.7442
1774663790411289507,11.0680
1774663790414279204,14.0577
1774663790416902761,16.6812
1774663790420278683,20.0572
1774663790422583783,22.3623
1774663790426924023,26.7025
1774663790438907546,38.6860
1774663790458089080,57.8676
1774663790458180703,57.9592
1774663790458240924,58.0194
1774663790458298653,58.0771
1774663790458348454,58.1269
1774663790458397454,58.1759
1774663790458450056,58.2285
1774663790458963136,58.7416
1774663790459207941,58.9864
1774663790459345341,59.1238
1774663790514570212,45.3944
1774663790593774621,0.9447
1774663790597118216,4.2882
1774663790602608469,9.7785
1774663790605024671,12.1947
1774663790609985086,17.1551
1774663790617007340,24.1774
1774663790617117706,24.2877
1774663790617173777,24.3438
1774663790617230883,24.4009
1774663790632143399,39.3134
1774663790638360868,45.5309
1774663790655096534,62.2666
1774663790699837376,107.0074
1774663790721011308,20.8703
1774663790728342428,28.2014
1774663790732607310,32.4663
1774663790736348470,36.2074
1774663790741411776,41.2707
1774663790749858279,49.7172
1774663790754504370,54.3633
1774663790755749519,55.6085
1774663790756702991,56.5620
1774663790758492511,58.3515
1774663790758573028,58.4320
1774663790776120072,12.2868
1774663790783501109,19.6678
1774663790783597127,19.7639
1774663790783655263,19.8220
1774663790783712916,19.8797
1774663790783768737,19.9355
1774663790783823656,19.9904
1774663790783878384,20.0451
1774663790783932905,20.0996
1774663790783993584,20.1603
1774663790784046447,20.2132
1774663790809811997,45.9787
1774663790819582217,55.7490
1774663790831692167,67.8589
1774663790841178826,77.3456
1774663790843499893,79.6666
1774663790851755116,87.9219
1774663790852219656,88.3864
1774663790852444267,88.6110
1774663790858843643,95.0104
1774663790858957228,95.1240
1774663790859466126,95.6329
1774663790878203003,3.7827
1774663790878299447,3.8791
1774663790878352071,3.9318
1774663790878401973,3.9817
1774663790878451022,4.0307
1774663790878499244,4.0789
1774663790878541877,4.1216
1774663790878583539,4.1632
1774663790878620983,4.2007
1774663790896024601,21.6043
1774663790896148786,21.7285
1774663790901142218,26.7219
1774663790901283642,26.8633
1774663790901339388,26.9191
1774663790901392230,26.9719
1774663790901439938,27.0196
1774663790901486449,27.0661
1774663790913085278,38.6650
1774663790982410197,14.5536
1774663790984645020,16.7885
1774663790987979065,20.1225
1774663790990036930,22.1804
1774663790996298074,28.4415
1774663790997844896,29.9883
1774663791000425108,32.5685
1774663791006747992,38.8914
1774663791010788812,42.9322
1774663791016523434,48.6669
1774663791018388781,50.5322
1774663791023480900,55.6243
1774663791054930402,87.0738
1774663791055129003,87.2724
1774663791055229113,87.3725
1774663791080713638,17.6146
1774663791080822122,17.7231
1774663791080880792,17.7818
1774663791080933393,17.8344
1774663791080999136,17.9001
1774663791090417749,27.3188
1774663791090873700,27.7747
1774663791091207015,28.1080
1774663791091467045,28.3680
1774663791095017068,31.9181
1774663791137000929,73.9019
1774663791137129805,74.0308
1774663791137348604,74.2496
1774663791137476933,74.3779
1774663791137566976,74.4680
1774663791137863049,74.7641
1774663791138072157,74.9732
1774663791138264761,75.1658
1774663791138470424,75.3714
1774663791138815482,75.7165
1774663791207249887,16.3629
1774663791211970472,21.0835
1774663791220224217,29.3372
1774663791220290609,29.4036
1774663791227748021,36.8610
1774663791236260117,45.3731
1774663791241607089,50.7201
1774663791254875946,63.9889
1774663791257530070,66.6431
1774663791258447850,67.5608
1774663791335007133,74.1984
1774663791339707681,78.8990
1774663791350470062,89.6614
1774663791354157571,93.3489
1774663791382560043,19.9454
1774663791412797596,50.1830
1774663791413049367,50.4348
1774663791413255199,50.6406
1774663791413629782,51.0152
1774663791413972679,51.3581
1774663791414026657,51.4121
1774663791414074536,51.4599
1774663791414119746,51.5051
1774663791414163634,51.5490
1774663791414206044,51.5914
1774663791422955024,60.3404
1774663791425394174,62.7796
1774663791425477577,62.8630
1774663791432903891,70.2893
1774663791437980323,75.3657
1774663791445721930,83.1073
1774663791445865743,83.2511
1774663791445926177,83.3116
1774663791506009350,28.3834
1774663791507407608,29.7816
1774663791511379790,33.7538
1774663791514499127,36.8731
1774663791527001098,49.3751
1774663791536049719,58.4237
1774663791542065997,64.4400
1774663791542154689,64.5287
1774663791550039106,72.4131
1774663791550124574,72.4986
1774663791618898752,55.9019
1774663791619031019,56.0342
1774663791619540716,56.5439
1774663791619591013,56.5942
1774663791619697343,56.7005
1774663791619872004,56.8752
1774663791619924155,56.9273
1774663791620142682,57.1459
1774663791620529999,57.5332
1774663791620581843,57.5850
1774663791625322731,62.3259
1774663791631765862,68.7690
1774663791631848479,68.8517
1774663791631910463,68.9137
1774663791650473780,87.4770
1774663791654445754,91.4489
1774663791712835047,47.6381
1774663791719742657,54.5457
1774663791729083281,63.8863
1774663791729299010,64.1020
1774663791729500271,64.3033
1774663791729580664,64.3837
1774663791729805381,64.6084
1774663791729881855,64.6849
1774663791730071710,64.8747
1774663791730151144,64.9542
1774663791730297623,65.1006
1774663791732029406,66.8324
1774663791789187307,1.2240
1774663791795155916,7.1926
1774663791796250787,8.2875
1774663791800149410,12.1861
1774663791805966504,18.0032
1774663791810475653,22.5124
1774663791813081908,25.1186
1774663791816854003,28.8907
1774663791835209032,47.2458
1774663791840310367,52.3471
1774663791855524219,67.5609
1774663791929559869,1.3826
1774663791929676535,1.4993
1774663791929743676,1.5664
1774663791929805719,1.6285
1774663791929861865,1.6846
1774663791929914138,1.7369
1774663791929973327,1.7961
1774663791930024284,1.8471
1774663791950382606,22.2054
1774663791950648160,22.4709
1774663791950702447,22.5252
1774663791950758172,22.5809
1774663791950811956,22.6347
1774663791951590278,23.4131
1774663791951770281,23.5931
1774663791951849347,23.6721
1774663791951914994,23.7378
1774663791951971055,23.7938
1774663791952021962,23.8447
1774663791952068421,23.8912
1774663791965051751,1.2664
1774663791965174489,1.3891
1774663791965222046,1.4367
1774663791965268044,1.4827
1774663791979214264,15.4289
1774663791979330154,15.5448
1774663791979380845,15.5955
1774663791979424249,15.6389
1774663791979462820,15.6775
1774663791979505594,15.7202
1774663791979544932,15.7596
1774663791979586861,15.8015
1774663791985439185,21.6538
1774663791985487615,21.7023
1774663791985535647,21.7503
1774663791985579099,21.7937
1774663791985619392,21.8340
1774663791999842605,36.0573
1774663791999965459,36.1801
1774663792000019513,36.2342
1774663792000073911,36.2886
1774663792000123714,36.3384
1774663792000170414,36.3851
1774663792000211218,36.4259
1774663792000259357,36.4740
1774663792085518563,19.5342
1774663792088785495,22.8011
1774663792089890591,23.9062
1774663792096744642,30.7603
1774663792096866668,30.8823
1774663792096927219,30.9429
1774663792107002434,41.0181
1774663792107102463,41.1181
1774663792107221691,41.2373
1774663792107275347,41.2910
1774663792120300279,54.3159
1774663792143695543,77.7112
1774663792143848967,77.8646
1774663792143921838,77.9375
1774663792144004215,78.0199
1774663792144152813,78.1685
1774663792144217099,78.2327
1774663792144326868,78.3425
1774663792145242222,79.2579
1774663792145634253,79.6499
1774663792146541373,80.5570
1774663792220823173,46.2029
1774663792226401204,51.7809
1774663792230241055,55.6208
1774663792239656399,65.0361
1774663792244324439,69.7042
1774663792249545104,74.9248
1774663792250232204,75.6119
1774663792260053563,85.4333
1774663792260144472,85.5242
1774663792296679512,23.1840
1774663792309107659,35.6122
1774663792309676155,36.1807
1774663792311662752,38.1673
1774663792315474828,41.9793
1774663792318508318,45.0128
1774663792322471499,48.9760
1774663792326471025,52.9755
1774663792329878668,56.3832
1774663792336572962,63.0775
1774663792343004907,69.5094
1774663792344669923,71.1744
