timestamp_ns,rtt_ms
1776041674748599342,0.8935
1776041674748728814,1.0230
1776041674748785613,1.0798
1776041674748837698,1.1319
1776041674748891653,1.1859
1776041674748938786,1.2330
1776041674748985429,1.2796
1776041674749032196,1.3264
1776041674749251852,1.5461
1776041674848441456,0.7341
1776041674848559776,0.8524
1776041674848623230,0.9159
1776041674848672657,0.9653
1776041674848910216,1.2028
1776041674849071281,1.3639
1776041674849388398,1.6810
1776041674849434680,1.7273
1776041674849483231,1.7759
1776041674948213497,0.5085
1776041674948434835,0.7298
1776041674948498993,0.7940
1776041674948548592,0.8436
1776041674948592233,0.8872
1776041674948641732,0.9367
1776041674949751912,2.0469
1776041674950023722,2.3187
1776041675048393939,0.6977
1776041675048484891,0.7886
1776041675048536807,0.8405
1776041675048586268,0.8900
1776041675049275308,1.5790
1776041675049385492,1.6892
1776041675049452299,1.7560
1776041675049496868,1.8006
1776041675049550383,1.8541
1776041675049633802,1.9375
1776041675149832759,2.1361
1776041675149920467,2.2238
1776041675149970045,2.2734
1776041675150013768,2.3171
1776041675248206481,0.5247
1776041675248396550,0.7148
1776041675248610712,0.9289
1776041675248665587,0.9838
1776041675250398340,2.7166
1776041675250462203,2.7804
1776041675250514673,2.8329
1776041675250561517,2.8797
1776041675251186429,3.5046
1776041675251238891,3.5571
1776041675348838364,1.1397
1776041675348927816,1.2291
1776041675348978374,1.2797
1776041675349028870,1.3302
1776041675349073253,1.3746
1776041675349124239,1.4256
1776041675349172481,1.4738
1776041675349224191,1.5255
1776041675349273243,1.5746
1776041675349317810,1.6191
1776041675349363595,1.6649
1776041675349411103,1.7124
1776041675349462338,1.7637
1776041675448478957,0.7795
1776041675448629137,0.9297
1776041675448699339,0.9999
1776041675448752010,1.0526
1776041675448802177,1.1027
1776041675448842422,1.1430
1776041675448890693,1.1913
1776041675448939103,1.2397
1776041675449138835,1.4394
1776041675548574001,0.8866
1776041675548661105,0.9738
1776041675548765392,1.0780
1776041675548813953,1.1266
1776041675548856793,1.1694
1776041675548908036,1.2207
1776041675548951942,1.2646
