timestamp_ns,rtt_ms
1776042197748718119,23.6921
1776042197754052913,29.0269
1776042197763208398,38.1823
1776042197765481312,40.4553
1776042197768715097,43.6890
1776042197856257149,31.2420
1776042197866371307,41.3561
1776042197868070262,43.0551
1776042197875244355,50.2292
1776042197949905919,24.8870
1776042197959354155,34.3353
1776042197959790574,34.7717
1776042198050332473,25.3134
1776042198050866564,25.8475
1776042198062807070,37.7880
1776042198068665857,43.6468
1776042198078252203,53.2332
1776042198083954904,58.9359
1776042198086161440,61.1424
1776042198160146602,35.1178
1776042198165810464,40.7816
1776042198167877038,42.8482
1776042198171932149,46.9033
1776042198180126897,55.0981
1776042198192930587,67.9018
1776042198253830280,28.8127
1776042198255290747,30.2732
1776042198259383078,34.3655
1776042198263396543,38.3790
1776042198264213654,39.1961
1776042198269150185,44.1326
1776042198277943013,52.9254
1776042198279746770,54.7292
1776042198280436358,55.4188
1776042198280940559,55.9230
1776042198286500303,61.4827
1776042198288248825,63.2313
1776042198288718050,63.7005
1776042198293723010,68.7054
1776042198297301442,72.2839
1776042198302226291,77.2087
1776042198344681621,19.6643
1776042198358370109,33.3528
1776042198358855264,33.8379
1776042198365161923,40.1446
1776042198367581895,42.5645
1776042198370788791,45.7714
1776042198472634485,47.5984
1776042198473453423,48.4173
1776042198476457665,51.4216
1776042198478977945,53.9419
1776042198487892734,62.8567
1776042198490553678,65.5176
1776042198491215219,66.1791
1776042198495580530,70.5445
1776042198506557400,81.5213
1776042198521306561,96.2705
1776042198558348336,33.3428
1776042198560263409,35.2579
1776042198564224439,39.2189
1776042198567932743,42.9272
1776042198576563818,51.5583
1776042198579053790,54.0483
1776042198585128772,60.1233
1776042198588296185,63.2907
1776042198593790624,68.7851
1776042198594308664,69.3032
1776042198597933314,72.9278
1776042198599077042,74.0715
1776042198601087771,76.0823
1776042198601898429,76.8929
1776042198602287919,77.2824
1776042198606961371,81.9559
1776042198611663609,86.6581
1776042198613737082,88.7316
1776042198622106910,97.1014
1776042198648651097,23.6280
1776042198651655667,26.6326
1776042198655433337,30.4102
1776042198667544785,42.5217
1776042198669769543,44.7464
1776042198672317890,47.2948
1776042198758061484,32.9634
1776042198763818317,38.7203
1776042198767420326,42.3223
1776042198768600807,43.5028
1776042198770646490,45.5484
1776042198774090366,48.9923
1776042198779655148,54.5571
1776042198782455053,57.3570
1776042198784281464,59.1834
1776042198791294528,66.1965
1776042198799832579,74.7345
1776042198802140084,77.0420
1776042198847547945,22.4868
1776042198943197415,18.1783
1776042198957051788,32.0327
1776042198963007543,37.9884
1776042198963979721,38.9606
1776042198968173042,43.1539
1776042198970316512,45.2974
1776042198974741071,49.7219
1776042198976918690,51.8996
1776042198983771042,58.7519
1776042198985042848,60.0237
1776042198996187012,71.1679
1776042199050203572,25.0953
1776042199053517452,28.4092
1776042199057515711,32.4074
1776042199058530175,33.4219
1776042199062053037,36.9448
1776042199063005234,37.8970
1776042199070638191,45.5299
1776042199072322442,47.2142
1776042199073263162,48.1549
1776042199073644652,48.5364
1776042199146642040,21.6283
1776042199153771881,28.7582
1776042199160966565,35.9528
1776042199255032247,30.0083
1776042199255784822,30.7608
1776042199265447775,40.4238
1776042199267279128,42.2551
1776042199269091949,44.0680
1776042199274532860,49.5089
1776042199280595666,55.5717
1776042199281549867,56.5259
1776042199282851945,57.8280
1776042199287081929,62.0579
1776042199294318903,69.2949
1776042199303949189,78.9252
1776042199352064715,26.9902
1776042199355277816,30.2033
1776042199362220771,37.1462
1776042199365452625,40.3781
1776042199372233752,47.1592
1776042199378332647,53.2581
1776042199382061911,56.9874
1776042199387371069,62.2965
1776042199388564830,63.4903
1776042199390227892,65.1533
1776042199399583015,74.5085
1776042199403240163,78.1656
1776042199404321037,79.2465
1776042199409888443,84.8139
1776042199418384197,93.3096
1776042199451046391,26.0127
1776042199458583248,33.5496
1776042199460101555,35.0679
1776042199462628527,37.5948
1776042199468399231,43.3656
1776042199469699975,44.6663
1776042199471155031,46.1214
1776042199475297692,50.2640
1776042199476916084,51.8824
1776042199477598094,52.5644
1776042199479508819,54.4751
1776042199552020026,26.9968
1776042199552467957,27.4448
1776042199555357900,30.3347
1776042199559736145,34.7129
1776042199560234105,35.2109
1776042199563412424,38.3892
1776042199577288311,52.2651
1776042199652604417,27.5844
1776042199659337743,34.3177
1776042199661285743,36.2657
1776042199667246386,42.2264
1776042199672551997,47.5320
1776042199756068167,31.0484
1776042199762727396,37.7077
1776042199764711981,39.6922
1776042199765453488,40.4338
1776042199772401320,47.3816
1776042199772848835,47.8291
1776042199773726391,48.7067
1776042199774535093,49.5154
1776042199776577912,51.5582
1776042199777040934,52.0212
1776042199787346587,62.3269
1776042199788668169,63.6484
1776042199793687273,68.6675
1776042199795404522,70.3848
1776042199797860070,72.8403
1776042199845414159,20.3903
1776042199852932170,27.9083
1776042199853746485,28.7226
1776042199859364829,34.3410
1776042199862090503,37.0667
1776042199865189775,40.1659
1776042199868816812,43.7930
1776042199873139194,48.1153
1776042199874473042,49.4492
1776042199874937570,49.9137
1776042199881549559,56.5257
1776042199886934068,61.9102
1776042199952213432,27.1941
1776042199953483090,28.4638
1776042199955609161,30.5899
1776042199958402425,33.3831
1776042199961021096,36.0018
1776042200046402462,21.3826
1776042200050918526,25.8987
1776042200053756555,28.7367
1776042200057063856,32.0440
1776042200058677925,33.6581
1776042200060722454,35.7026
1776042200068077297,43.0575
1776042200153458811,28.4183
1776042200155131105,30.0906
1776042200159798207,34.7577
1776042200163617848,38.5773
1776042200167956644,42.9161
1776042200171169083,46.1285
1776042200173857154,48.8166
1776042200177303162,52.2626
1776042200180279747,55.2392
1776042200181309646,56.2691
1776042200182352680,57.3121
1776042200186455642,61.4151
1776042200250239716,25.1893
1776042200254012923,28.9625
1776042200256363807,31.3134
1776042200257102168,32.0518
1776042200257867812,32.8174
1776042200264243921,39.1935
1776042200350350901,25.3276
1776042200351363512,26.3402
1776042200355178210,30.1549
1776042200361962223,36.9389
1776042200365562395,40.5391
1776042200367146386,42.1231
1776042200369592735,44.5694
1776042200371641522,46.6182
1776042200377853867,52.8305
1776042200450732792,25.7128
