timestamp_ns,rtt_ms
1776007060233742094,53.4224
1776007060296455064,16.0366
1776007060387418147,6.9734
1776007060487386565,6.9851
1776007060587575054,7.0807
1776007060687615806,7.1057
1776007060787526207,7.0113
1776007060887608017,7.0960
1776007060986603835,6.2280
1776007061086487936,6.0035
1776007061186622914,6.1296
1776007061286573427,6.0784
1776007061386571973,6.0701
1776007061486568727,6.0679
1776007061586499116,6.0042
1776007061697396768,17.0742
1776007061787647798,7.1493
1776007061904380120,24.1065
1776007061934287078,54.0134
1776007061934722702,54.4490
1776007061935499766,55.2261
1776007061939221555,58.9479
1776007061941257555,60.9839
1776007061941879973,61.6063
1776007061942230383,61.9567
1776007061942563672,62.2900
1776007061993848236,13.5725
1776007061996093281,15.8176
1776007061998311662,18.0359
1776007062002650940,22.3752
1776007062004082883,23.8072
1776007062006179042,25.9033
1776007062014008533,33.7328
1776007062014432464,34.1567
1776007062014779925,34.5042
1776007062101560845,21.2722
1776007062104646442,24.3578
1776007062109478397,29.1898
1776007062110637025,30.3484
1776007062111752954,31.4643
1776007062112810360,32.5217
1776007062113926129,33.6375
1776007062126830469,46.5418
1776007062127824925,47.5363
1776007062215484290,34.9837
1776007062219883568,39.3830
1776007062224459560,43.9589
1776007062225768987,45.2684
1776007062226901630,46.4010
1776007062228245829,47.7452
1776007062238202741,57.7021
1776007062239636157,59.1355
1776007062240594549,60.0939
1776007062308485253,27.9718
1776007062315090829,34.5774
1776007062322229733,41.7163
1776007062323202881,42.6894
1776007062330244111,49.7307
1776007062332125056,51.6116
1776007062341118495,60.6050
1776007062342116958,61.6035
1776007062343103727,62.5903
1776007062420892314,40.3809
1776007062422152739,41.6413
1776007062423424695,42.9133
1776007062424441551,43.9301
1776007062425615526,45.1041
1776007062426938597,46.4272
1776007062427866694,47.3553
1776007062428839108,48.3277
1776007062436368200,55.8568
1776007062522065293,41.5637
1776007062523045948,42.5443
1776007062536986336,56.4847
1776007062538639423,58.1378
1776007062540206796,59.7052
1776007062541738718,61.2371
1776007062549929430,69.4278
1776007062550925127,70.4235
1776007062551792704,71.2911
1776007062607317342,26.8213
1776007062609576519,29.0805
1776007062612565968,32.0699
1776007062613642168,33.1461
1776007062614735811,34.2398
1776007062620180325,39.6843
1776007062621518438,41.0224
1776007062622715748,42.2197
1776007062623900576,43.4045
1776007062707650004,27.1527
1776007062710449896,29.9526
1776007062712091894,31.5946
1776007062713141031,32.6437
1776007062718904222,38.4069
1776007062720256531,39.7592
1776007062722308738,41.8114
1776007062723262978,42.7657
1776007062732553970,52.0566
1776007062809064444,28.5524
1776007062813837683,33.3256
1776007062815288820,34.7768
1776007062816759654,36.2476
1776007062822759014,42.2470
1776007062823723902,43.2118
1776007062824649243,44.1372
1776007062826503395,45.9913
1776007062828128866,47.6168
1776007062908317000,27.8187
1776007062916236962,35.7387
1776007062917251562,36.7533
1776007062924174853,43.6766
1776007062925494104,44.9958
1776007062926443264,45.9450
1776007062927858889,47.3606
1776007062935997481,55.4992
1776007062939040879,58.5426
1776007063005994315,25.4943
1776007063007298977,26.7990
1776007063008435781,27.9358
1776007063010724823,30.2248
1776007063012759584,32.2596
1776007063019276743,38.7767
1776007063021337458,40.8374
1776007063023309606,42.8096
1776007063025065317,44.5653
1776007063107228884,26.9090
1776007063111586486,31.2666
1776007063114129297,33.8094
1776007063122870949,42.5510
1776007063123901281,43.5814
1776007063124840813,44.5209
1776007063125850803,45.5309
1776007063127993786,47.6739
1776007063133584413,53.2645
1776007063211444317,30.9383
1776007063213069043,32.5630
1776007063221411883,40.9059
1776007063222408215,41.9022
1776007063223793834,43.2878
1776007063226008088,45.5021
1776007063227437862,46.9318
1776007063236086060,55.5800
1776007063237135652,56.6296
1776007063312472176,31.9515
1776007063313767482,33.2468
1776007063322888576,42.3679
1776007063323884570,43.3639
1776007063324806683,44.2860
1776007063326054502,45.5338
1776007063338206869,57.6862
1776007063339196791,58.6761
1776007063340100996,59.5803
1776007063410825932,30.3211
1776007063412399257,31.8945
1776007063413387253,32.8825
1776007063414757504,34.2527
1776007063420299859,39.7951
1776007063421776537,41.2717
1776007063422770770,42.2660
1776007063423649083,43.1443
1776007063426646231,46.1414
1776007063505832430,25.4181
1776007063508620372,28.2060
1776007063509739440,29.3251
1776007063524500527,44.0862
1776007063525592420,45.1781
1776007063526635188,46.2208
1776007063527598062,47.1837
1776007063528544134,48.1298
1776007063536389297,55.9749
1776007063610440034,29.9537
1776007063611652326,31.1660
1776007063613270941,32.7846
1776007063614306096,33.8197
1776007063616391167,35.9048
1776007063624035775,43.5494
1776007063625473483,44.9871
1776007063627433473,46.9471
1776007063628437103,47.9507
1776007063708029740,27.5208
1776007063709468975,28.9601
1776007063713068084,32.5592
1776007063721925362,41.4164
1776007063723572287,43.0634
1776007063726034262,45.5253
1776007063727114688,46.6058
1776007063728463251,47.9543
1776007063740582368,60.0734
1776007063807917354,27.4043
1776007063810411372,29.8983
1776007063823355993,42.8429
1776007063824576768,44.0637
1776007063825593907,45.0808
1776007063833150062,52.6370
1776007063835533536,55.0204
1776007063837910240,57.3971
1776007063838919532,58.4064
1776007063903068827,22.5524
1776007063905399670,24.8832
1776007063908113938,27.5975
1776007063909154380,28.6379
1776007063914788907,34.2724
1776007063925094312,44.5779
1776007063926623024,46.1066
1776007063927557968,47.0415
1776007063937437706,56.9212
1776007064013793583,33.4754
1776007064015964217,35.6460
1776007064021300760,40.9826
1776007064026239132,45.9209
1776007064027455263,47.1371
1776007064029012061,48.6939
1776007064030208925,49.8907
1776007064038662018,58.3438
1776007064040148137,59.8299
1776007064105984647,25.6681
1776007064108448388,28.1318
1776007064110825189,30.5086
1776007064112198569,31.8820
1776007064119099087,38.7825
1776007064120112731,39.7961
1776007064121370945,41.0544
1776007064122367574,42.0510
1776007064124789149,44.4726
1776007064208442022,27.9231
1776007064210085388,29.5664
1776007064220464213,39.9453
1776007064221551079,41.0321
1776007064223518238,42.9993
1776007064224739080,44.2201
1776007064226196530,45.6776
1776007064227271109,46.7522
1776007064234416896,53.8979
1776007064306424580,25.9605
1776007064314030238,33.5661
1776007064318712252,38.2482
1776007064321257106,40.7930
1776007064322192269,41.7282
1776007064323968523,43.5044
1776007064326972593,46.5085
1776007064328112258,47.6482
1776007064336685943,56.2219
1776007064412288139,31.7750
1776007064414946394,34.4333
1776007064422943624,42.4305
1776007064425394193,44.8811
1776007064426607378,46.0943
1776007064427739296,47.2262
1776007064435566598,55.0535
1776007064436829514,56.3164
1776007064440349223,59.8361
1776007064521438548,41.0637
