timestamp_ns,rtt_ms
1776042155688930701,1.1302
1776042155689050307,1.2498
1776042155689106256,1.3058
1776042155689173997,1.3735
1776042155689226207,1.4257
1776042155689274847,1.4744
1776042155689326219,1.5257
1776042155689409537,1.6091
1776042155689458996,1.6585
1776042155788992202,1.2115
1776042155789080081,1.2994
1776042155789130659,1.3500
1776042155789177284,1.3966
1776042155789220818,1.4401
1776042155789274111,1.4934
1776042155789457675,1.6770
1776042155789653820,1.8731
1776042155789711990,1.9313
1776042155888146173,0.3455
1776042155888246468,0.4458
1776042155888297181,0.4965
1776042155888346751,0.5461
1776042155888398386,0.5977
1776042155888442465,0.6418
1776042155888521085,0.7204
1776042155888682970,0.8823
1776042155888782992,0.9823
1776042155988213423,0.4318
1776042155988307328,0.5257
1776042155988352929,0.5713
1776042155988404252,0.6226
1776042155988448997,0.6674
1776042155988501075,0.7195
1776042155988548562,0.7669
1776042155988598150,0.8165
1776042155989724007,1.9424
1776042156088402340,0.6219
1776042156088506622,0.7262
1776042156088561435,0.7810
1776042156088611244,0.8308
1776042156088661933,0.8815
1776042156088726098,0.9456
1776042156088762983,0.9825
1776042156088797296,1.0168
1776042156088837282,1.0568
1776042156188726556,0.9457
1776042156188820614,1.0398
1776042156188868655,1.0878
1776042156189780807,1.9999
1776042156189840912,2.0601
1776042156189889889,2.1090
1776042156189944798,2.1639
1776042156189991314,2.2105
1776042156190040052,2.2592
1776042156288565486,0.7785
1776042156288659920,0.8729
1776042156288730209,0.9432
1776042156288777849,0.9908
1776042156288825491,1.0385
1776042156288874309,1.0873
1776042156288919115,1.1321
1776042156289161939,1.3749
1776042156289215540,1.4285
1776042156388445550,0.6654
1776042156388608853,0.8287
1776042156388746205,0.9661
1776042156388835553,1.0554
1776042156388888128,1.1080
1776042156388942933,1.1628
1776042156388982577,1.2025
1776042156389029380,1.2493
1776042156389073216,1.2931
1776042156488262081,0.4774
1776042156488355066,0.5704
1776042156488407910,0.6233
1776042156488456162,0.6715
1776042156489329427,1.5448
1776042156489392504,1.6079
1776042156489444594,1.6600
1776042156489516143,1.7315
1776042156489564677,1.7800
1776042156588575552,0.7952
1776042156589159421,1.3790
1776042156589216086,1.4357
1776042156589262651,1.4823
1776042156589306718,1.5263
1776042156589348306,1.5679
1776042156589397490,1.6171
1776042156589440555,1.6602
1776042156589483579,1.7032
1776042156688570354,0.7610
1776042156688686151,0.8768
1776042156689073337,1.2640
1776042156689115491,1.3061
1776042156689149128,1.3398
1776042156689181983,1.3726
1776042156689212592,1.4032
1776042156689242286,1.4329
1776042156689271464,1.4621
1776042156788304383,0.5225
1776042156788404722,0.6228
1776042156788462268,0.6803
1776042156788546565,0.7646
1776042156788655200,0.8733
1776042156788853328,1.0714
1776042156788976605,1.1947
1776042156789021005,1.2391
1776042156789067887,1.2860
1776042156888870585,1.0919
1776042156888953502,1.1748
1776042156889001935,1.2233
1776042156889048669,1.2700
1776042156889107349,1.3287
1776042156889153493,1.3748
1776042156889195154,1.4165
1776042156889310189,1.5315
1776042156889372297,1.5936
1776042156988667666,0.8838
1776042156988767223,0.9834
1776042156988815180,1.0313
1776042156988864025,1.0802
1776042156988911523,1.1277
1776042156988961343,1.1775
1776042156989006043,1.2222
1776042156989243576,1.4597
1776042156989291577,1.5077
1776042157088651686,0.8689
1776042157088769790,0.9870
1776042157088825206,1.0424
1776042157088909445,1.1267
1776042157088956278,1.1735
1776042157089001408,1.2186
1776042157089056869,1.2741
1776042157089099989,1.3172
1776042157089326023,1.5432
1776042157188260076,0.3371
1776042157188357876,0.4349
1776042157188409484,0.4865
1776042157188474681,0.5517
1776042157188625784,0.7028
1776042157188680497,0.7575
1776042157188796084,0.8731
1776042157188846010,0.9230
1776042157189292211,1.3692
1776042157288604222,0.6272
1776042157288713634,0.7366
1776042157288757735,0.7807
1776042157288797405,0.8204
1776042157288843635,0.8666
1776042157288890119,0.9131
1776042157288932264,0.9553
1776042157288977409,1.0004
1776042157289176015,1.1990
1776042157388331534,0.5527
1776042157388423414,0.6446
1776042157388477913,0.6991
1776042157388528478,0.7497
1776042157388581113,0.8023
1776042157388617066,0.8382
1776042157388663700,0.8849
1776042157388736735,0.9579
1776042157388785480,1.0067
1776042157488796625,1.0117
1776042157488879900,1.0949
1776042157488932184,1.1472
1776042157488986407,1.2014
1776042157489028769,1.2438
1776042157489074767,1.2898
1776042157489545566,1.7606
1776042157489600233,1.8153
1776042157489645971,1.8610
1776042157588289815,0.5095
1776042157588387338,0.6070
1776042157588442563,0.6622
1776042157588488067,0.7077
1776042157590548711,2.7684
1776042157590611316,2.8310
1776042157590646422,2.8661
1776042157590680625,2.9003
1776042157590795470,3.0152
1776042157688402547,0.6185
1776042157688495723,0.7117
1776042157688549238,0.7652
1776042157688593545,0.8095
1776042157688636259,0.8522
1776042157688683316,0.8993
1776042157688764830,0.9808
1776042157688805188,1.0211
1776042157689141782,1.3577
1776042157788764663,0.9861
1776042157788859022,1.0804
1776042157788954307,1.1757
1776042157789036468,1.2579
1776042157789089392,1.3108
1776042157789164245,1.3856
1776042157789209989,1.4314
1776042157789254036,1.4754
1776042157789297023,1.5184
1776042157888383817,0.5816
1776042157888479244,0.6770
1776042157888527206,0.7249
1776042157888567428,0.7652
1776042157888611123,0.8089
1776042157888651044,0.8488
1776042157888710860,0.9086
1776042157888752393,0.9501
1776042157888820185,1.0179
1776042157988526843,0.7387
1776042157988616761,0.8286
1776042157988665064,0.8769
1776042157988724465,0.9363
1776042157988772319,0.9842
1776042157989526396,1.7383
1776042157989584021,1.7959
1776042157989630110,1.8420
1776042157989677691,1.8896
1776042158088354037,0.5720
1776042158088454752,0.6727
1776042158088509393,0.7273
1776042158088554011,0.7720
1776042158088599747,0.8177
1776042158088641300,0.8592
1776042158088680100,0.8980
1776042158088734903,0.9528
1776042158088774704,0.9927
1776042158188314663,0.5346
1776042158188488722,0.7086
1776042158188584001,0.8039
1776042158188640585,0.8605
1776042158188697462,0.9174
1776042158188750560,0.9705
1776042158188799713,1.0196
1776042158188842376,1.0623
1776042158188886666,1.1066
1776042158288590095,0.8009
1776042158288682310,0.8931
1776042158288789914,1.0007
1776042158288838808,1.0496
1776042158288887065,1.0979
1776042158288938565,1.1494
1776042158288981860,1.1927
1776042158289026631,1.2375
1776042158289072331,1.2832
1776042158388288725,0.5103
1776042158388476719,0.6983
1776042158388525512,0.7471
1776042158388575257,0.7968
1776042158388621395,0.8430
1776042158388668091,0.8896
1776042158388747264,0.9688
1776042158388794294,1.0159
1776042158388839968,1.0615
1776042158488916317,1.1319
1776042158489016765,1.2324
1776042158489058945,1.2746
1776042158489101017,1.3166
1776042158489159834,1.3755
1776042158489212875,1.4285
1776042158489254348,1.4700
1776042158489313758,1.5294
1776042158489355349,1.5710
1776042158588566987,0.7926
1776042158588665260,0.8909
1776042158588726547,0.9522
1776042158588828570,1.0542
1776042158588907241,1.1329
1776042158588959388,1.1850
1776042158589001419,1.2270
1776042158589045141,1.2708
1776042158589090989,1.3166
1776042158688496514,0.6187
1776042158688608709,0.7309
1776042158688665594,0.7878
1776042158688736171,0.8583
1776042158688780944,0.9031
1776042158688825918,0.9481
1776042158688865952,0.9881
1776042158688919914,1.0421
1776042158689136932,1.2591
1776042158788238653,0.4625
