timestamp_ns,rtt_ms
1776006768256911427,65.5857
1776006768260000044,68.6743
1776006768260543156,69.2174
1776006768261074066,69.7483
1776006768263403478,72.0777
1776006768266760550,75.4348
1776006768280580809,89.2551
1776006768283487062,92.1613
1776006768311971517,21.0382
1776006768312637795,21.7045
1776006768317469901,26.5366
1776006768329959996,39.0267
1776006768336978846,46.0455
1776006768341470616,50.5373
1776006768341941070,51.0078
1776006768345203620,54.2703
1776006768355550048,64.6167
1776006768355944331,65.0110
1776006768406818838,16.1413
1776006768411838906,21.1614
1776006768412156168,21.4787
1776006768422583506,31.9060
1776006768424094704,33.4172
1776006768429514330,38.8368
1776006768517354074,26.4912
1776006768520014910,29.1521
1776006768523002176,32.1393
1776006768526028223,35.1654
1776006768528470639,37.6078
1776006768533129581,42.2667
1776006768536726803,45.8640
1776006768537726257,46.8634
1776006768629186795,38.2304
1776006768634360502,43.4041
1776006768635370651,44.4143
1776006768640299349,49.3430
1776006768643112179,52.1558
1776006768644196478,53.2401
1776006768645219359,54.2630
1776006768716316731,25.5316
1776006768728637482,37.8523
1776006768736286399,45.5013
1776006768737984407,47.1993
1776006768739771408,48.9863
1776006768742782912,51.9978
1776006768744042901,53.2578
1776006768823760868,32.8279
1776006768827230255,36.2973
1776006768828304616,37.3717
1776006768833599182,42.6662
1776006768835376966,44.4440
1776006768841836068,50.9031
1776006768844468583,53.5356
1776006768951427151,54.1163
1776006768952707484,55.3966
1776006768954862618,57.5518
1776006768961712920,64.4021
1776006768962615548,65.3047
1776006768963072438,65.7616
1776006768973668776,76.3579
1776006769564379817,71.9265
1776006769581053416,88.6001
1776006769582411878,89.9586
1776006769587212588,94.7593
1776006769587932272,95.4790
1776006769588788327,96.3350
1776006769589492921,97.0396
1776006769590129035,97.6757
1776006769598708888,8.0609
1776006769599544275,8.8963
1776006769600476728,9.8288
1776006769603612472,12.9645
1776006769612937458,22.2895
1776006769629241164,38.5932
1776006769632184425,41.5365
1776006769639601816,48.9539
1776006769644257093,53.6091
1776006769644681495,54.0335
1776006769646492906,55.8449
1776006769647141337,56.4934
1776006769647547831,56.8999
1776006769647892934,57.2450
1776006769656859585,66.2116
1776006769658436440,67.7885
1776006769658824546,68.1766
1776006769717973219,27.1221
1776006769732145798,41.2947
1776006769732566386,41.7153
1776006769733825018,42.9739
1776006769735020115,44.1690
1776006769736261655,45.4106
1776006769737485674,46.6346
1776006769744383079,53.5320
1776006769745329965,54.4789
1776006769746234361,55.3833
1776006769747261849,56.4108
1776006769832603001,41.8756
1776006769833202038,42.4746
1776006769849955903,59.2285
1776006769850981504,60.2541
1776006769852256353,61.5289
1776006769853056253,62.3288
1776006769853734245,63.0068
1776006769860545408,69.8180
1776006769874160709,83.4333
1776006769928792199,34.9260
1776006770016920955,25.8978
1776006770017515284,26.4921
1776006770064282638,73.2594
1776006770266678642,75.9827
1776006770440362467,49.4425
